"Technology_Type","Ready_for_Service_Date","Area_ID","Service_Status","longitude","latitude"
"Fibre to the Node","03/02/2017","2ABN-A0061","In Service",150.780747,-34.575268
"Fibre to the Node","13/01/2017","2ABN-A0062","Under Construction",150.761367,-34.582328
"Fibre to the Node","13/01/2017","2ABN-A0063","In Service",150.771031,-34.577932
"Fibre to the Node","02/12/2016","2ABN-A0066","In Service",150.819099,-34.57772
"Fibre to the Node","13/01/2017","2ABN-A0067","In Service",150.765595,-34.580305
"Fibre to the Node","03/02/2017","2ABN-A0068","In Service",150.783773,-34.583169
"Fibre to the Node","03/02/2017","2ABN-A0069","In Service",150.774271,-34.585645
"Fibre to the Node","03/02/2017","2ABN-A0070","In Service",150.776377,-34.585685
"Fibre to the Node","13/01/2017","2ABN-A0073","In Service",150.763496,-34.577141
"Fibre to the Node","03/02/2017","2ABN-A0074","In Service",150.789763,-34.588328
"Fibre to the Node","03/02/2017","2ABN-A0075","In Service",150.782056,-34.585756
"Fibre to the Node","03/02/2017","2ABN-A0076","In Service",150.775916,-34.589756
"Fibre to the Node","02/12/2016","2ABN-A0077","In Service",150.792529,-34.577921
"Fibre to the Node","03/02/2017","2ABN-A0080","In Service",150.785125,-34.590345
"Fibre to the Node","03/02/2017","2ABN-A0081","In Service",150.779043,-34.595896
"Fibre to the Node","03/02/2017","2ABN-A0082","In Service",150.781042,-34.589759
"Fibre to the Node","03/02/2017","2ABN-A0086","In Service",150.777782,-34.580058
"Fibre to the Node","24/12/2018","2ABN-A0090","In Service",150.789554,-34.597644
"Fibre to the Node","02/12/2016","2ABN-A0096","In Service",150.806863,-34.550209
"Fibre to the Node","02/12/2016","2ABN-A0097","In Service",150.813823,-34.561503
"Fibre to the Node","02/12/2016","2ABN-A0109","In Service",150.797687,-34.558583
"Fibre to the Node","02/12/2016","2ABN-A0111","In Service",150.794469,-34.544337
"Fibre to the Node","02/12/2016","2ABN-A0115","In Service",150.80184,-34.573835
"Fibre to the Node","02/12/2016","2ABN-A0123","In Service",150.809201,-34.583286
"Fibre to the Node","03/02/2017","2ABN-A0133","In Service",150.785499,-34.593879
"Fibre to the Node","03/02/2017","2ABN-A0135","In Service",150.790137,-34.594653
"Fibre to the Node","02/12/2016","2ABN-A0140","In Service",150.825912,-34.572284
"Fibre to the Node","24/12/2018","2ABN-A0196","In Service",150.78712,-34.597393
"Fibre to the Node","03/02/2017","2ABN-A0211","In Service",150.783065,-34.579003
"Fibre to the Node","03/02/2017","2ABN-A0212","In Service",150.784549,-34.587282
"Fibre to the Node","24/12/2018","2ABN-A0213","In Service",150.785772,-34.598771
"Fibre to the Node","03/02/2017","2ABN-A0214","In Service",150.778124,-34.588542
"Fibre to the Node","03/02/2017","2ABN-A0215","In Service",150.778895,-34.578762
"Fibre to the Node","24/12/2018","2ABN-A0216","In Service",150.787823,-34.598491
"Fibre to the Node","03/02/2017","2ABN-A0217","In Service",150.787317,-34.598703
"Fibre to the Node","24/12/2018","2ABN-A0218","In Service",150.786424,-34.599367
"Fibre to the Node","03/02/2017","2ABN-A0219","In Service",150.788939,-34.598722
"Fibre to the Node","03/02/2017","2ABN-A0220","In Service",150.783331,-34.599468
"Fibre to the Node","14/06/2019","2ABN-A0224","In Service",150.782887,-34.59512
"Fibre to the Node","//","2ABN-A0235","Proposed",150.818686,-34.565715
"Fibre to the Node","03/02/2017","2ABN-A0251","In Service",150.788138,-34.598447
"Fibre to the Node","//","2ABN-A0281","Proposed",150.786409,-34.559937
"Fibre to the Node","02/12/2016","2ABN-A0285","In Service",150.784015,-34.542697
"Fibre to the Node","02/12/2016","2ABN-A0286","In Service",150.813501,-34.572346
"Fibre to the Node","21/11/2019","2ABN-A0288","In Service",150.82175,-34.568182
"Fibre to the Node","10/12/2019","2ABN-A0289","In Service",150.785496,-34.543318
"Fibre to the Node","13/04/2017","2ABN-A0296","In Service",150.789107,-34.595526
"Fibre to the Node","01/06/2018","2ABN-A0297","In Service",150.788791,-34.595818
"Fibre to the Node","18/04/2018","2ABN-A0298","In Service",150.788739,-34.595703
"Fibre to the Node","01/03/2017","2ABN-A0299","In Service",150.789633,-34.595673
"Fibre to the Node","10/09/2019","2ABN-A0300","In Service",150.789534,-34.59508
"Fibre to the Node","05/07/2019","2ABN-A0301","In Service",150.789611,-34.595417
"Fibre to the Node","20/04/2017","2ABN-A0302","In Service",150.788941,-34.595305
"Fibre to the Node","20/04/2017","2ABN-A0303","In Service",150.788796,-34.595271
"Fibre to the Node","22/01/2019","2ABN-A0304","In Service",150.789053,-34.597383
"Fibre to the Node","07/05/2018","2ABN-A0305","In Service",150.773491,-34.589705
"Fibre to the Node","13/04/2017","2ABN-A0306","In Service",150.789098,-34.596923
"Fibre to the Node","20/07/2018","2ABN-A0307","In Service",150.787614,-34.598827
"Fibre to the Node","22/08/2018","2ABN-A0308","In Service",150.788807,-34.598708
"Fibre to the Node","22/08/2018","2ABN-A0309","In Service",150.788666,-34.598757
"Fibre to the Node","23/08/2018","2ABN-A0310","In Service",150.7826,-34.593961
"Fibre to the Node","10/07/2017","2ABN-A0311","In Service",150.782122,-34.594018
"Fibre to the Node","31/05/2018","2ABN-A0312","In Service",150.782657,-34.594156
"Fibre to the Node","16/05/2017","2ABN-A0313","In Service",150.779846,-34.595936
"Fibre to the Node","23/04/2018","2ABN-A0314","In Service",150.786613,-34.59858
"Fibre to the Node","04/05/2018","2ABN-A0315","In Service",150.786729,-34.598652
"Fibre to the Node","02/05/2017","2ABN-A0316","In Service",150.787678,-34.599026
"Fibre to the Node","30/01/2018","2ABN-A0317","In Service",150.787766,-34.599293
"Fibre to the Node","21/09/2018","2ABN-A0318","In Service",150.806194,-34.570393
"Fibre to the Node","29/01/2018","2ABN-A0319","In Service",150.771058,-34.584334
"Fibre to the Node","07/06/2017","2ABN-A0320","In Service",150.785481,-34.54308
"Fibre to the Node","22/11/2017","2ABN-A0321","In Service",150.786961,-34.543501
"Fibre to the Node","06/08/2018","2ABN-A0322","In Service",150.822756,-34.561283
"Fibre to the Node","12/07/2019","2ABN-A0323","In Service",150.825076,-34.56458
"Fibre to the Node","12/05/2017","2ABN-A0324","In Service",150.825006,-34.562197
"Fibre to the Node","24/05/2019","2ABN-A0325","In Service",150.801157,-34.562761
"Fibre to the Node","18/07/2019","2ABN-A0326","In Service",150.801023,-34.561547
"Fibre to the Node","20/08/2018","2ABN-A0327","In Service",150.799828,-34.561541
"Fibre to the Node","15/03/2018","2ABN-A0328","In Service",150.796085,-34.561916
"Fibre to the Node","19/04/2017","2ABN-A0329","In Service",150.821141,-34.564132
"Fibre to the Node","09/10/2019","2ABN-A0330","In Service",150.822974,-34.562871
"Fibre to the Node","04/04/2019","2ABN-A0331","In Service",150.820707,-34.562183
"Fibre to the Node","26/06/2019","2ABN-A0332","In Service",150.82124,-34.562034
"Fibre to the Node","09/05/2018","2ABN-A0333","In Service",150.822502,-34.561847
"Fibre to the Node","27/02/2017","2ABN-A0334","In Service",150.819769,-34.561434
"Fibre to the Node","20/06/2019","2ABN-A0335","In Service",150.82006,-34.561121
"Fibre to the Node","30/11/2017","2ABN-A0336","In Service",150.816647,-34.563963
"Fibre to the Node","09/10/2019","2ABN-A0337","In Service",150.821794,-34.56036
"Fibre to the Node","14/02/2017","2ABN-A0338","In Service",150.814425,-34.562659
"Fibre to the Node","09/10/2019","2ABN-A0339","In Service",150.815084,-34.561595
"Fibre to the Node","05/07/2018","2ABN-A0340","In Service",150.828787,-34.562248
"Fibre to the Node","27/11/2017","2ABN-A0341","In Service",150.829131,-34.562247
"Fibre to the Node","08/05/2019","2ABN-A0342","In Service",150.825469,-34.561148
"Fibre to the Node","15/05/2019","2ABN-A0343","In Service",150.828097,-34.559992
"Fibre to the Node","07/02/2017","2ABN-A0344","In Service",150.792796,-34.561559
"Fibre to the Node","23/07/2019","2ABN-A0345","In Service",150.799025,-34.560523
"Fibre to the Node","14/03/2019","2ABN-A0346","In Service",150.823669,-34.557987
"Fibre to the Node","13/07/2018","2ABN-A0347","In Service",150.816981,-34.559387
"Fibre to the Node","02/04/2019","2ABN-A0348","In Service",150.79379,-34.550549
"Fibre to the Node","28/08/2019","2ABN-A0349","In Service",150.78945,-34.553117
"Fibre to the Node","18/04/2019","2ABN-A0350","In Service",150.818421,-34.563799
"Fibre to the Node","15/05/2019","2ABN-A0351","In Service",150.81695,-34.564749
"Fibre to the Node","20/08/2018","2ABN-A0352","In Service",150.816185,-34.572802
"Fibre to the Node","19/04/2017","2ABN-A0353","In Service",150.818116,-34.568872
"Fibre to the Node","31/05/2019","2ABN-A0354","In Service",150.777445,-34.576271
"Fibre to the Node","13/05/2019","2ABN-A0355","In Service",150.777432,-34.576079
"Fibre to the Node","27/05/2019","2ABN-A0356","In Service",150.75198,-34.57586
"Fibre to the Node","19/09/2019","2ABN-A0357","In Service",150.775716,-34.574341
"Fibre to the Node","27/06/2019","2ABN-A0358","In Service",150.776335,-34.573593
"Fibre to the Node","24/07/2019","2ABN-A0359","In Service",150.776071,-34.571946
"Fibre to the Node","16/09/2019","2ABN-A0360","In Service",150.802205,-34.574832
"Fibre to the Node","16/05/2018","2ABN-A0361","In Service",150.767878,-34.572998
"Fibre to the Node","09/08/2017","2ABN-A0362","In Service",150.767575,-34.570963
"Fibre to the Node","29/05/2019","2ABN-A0363","In Service",150.811726,-34.572319
"Fibre to the Node","27/10/2017","2ABN-A0364","In Service",150.766392,-34.569363
"Fibre to the Node","20/07/2018","2ABN-A0365","In Service",150.819503,-34.569825
"Fibre to the Node","25/06/2018","2ABN-A0366","In Service",150.817256,-34.568823
"Fibre to the Node","16/07/2018","2ABN-A0367","In Service",150.822586,-34.564929
"Fibre to the Node","11/09/2017","2ABN-A0368","In Service",150.81757,-34.567511
"Fibre to the Node","25/06/2019","2ABN-A0369","In Service",150.808567,-34.568403
"Fibre to the Node","28/06/2017","2ABN-A0370","In Service",150.807893,-34.568227
"Fibre to the Node","16/04/2019","2ABN-A0371","In Service",150.806923,-34.567326
"Fibre to the Node","20/06/2019","2ABN-A0372","In Service",150.822894,-34.570032
"Fibre to the Node","20/06/2019","2ABN-A0373","In Service",150.822035,-34.568145
"Fibre to the Node","10/03/2017","2ABN-A0374","In Service",150.823026,-34.566406
"Fibre to the Node","14/03/2017","2ABN-A0375","In Service",150.823107,-34.566214
"Fibre to the Node","14/03/2017","2ABN-A0376","In Service",150.823204,-34.566141
"Fibre to the Node","15/03/2017","2ABN-A0377","In Service",150.823317,-34.566009
"Fibre to the Node","03/02/2017","2ABN-A0378","In Service",150.823117,-34.565829
"Fibre to the Node","18/09/2018","2ABN-A0379","In Service",150.795695,-34.567279
"Fibre to the Node","30/05/2019","2ABN-A0380","In Service",150.817124,-34.565612
"Fibre to the Node","29/03/2019","2ABN-A0381","In Service",150.816771,-34.574224
"Fibre to the Node","12/12/2019","2ABN-A0382","In Service",150.790634,-34.549757
"Fibre to the Node","05/11/2019","2ABN-A0384","In Service",150.820815,-34.56874
"Fibre to the Node","05/11/2019","2ABN-A0405","In Service",150.820535,-34.568766
"Fibre to the Node","27/10/2017","2ABN-A0406","In Service",150.766484,-34.569553
"Fibre to the Node","14/02/2017","2ABN-A0414","In Service",150.814476,-34.56286
"Fibre to the Node","19/12/2019","2ABN-A0415","In Service",150.789071,-34.597282
"Fibre to the Node","30/03/2020","2ABN-A0419","In Service",150.778718,-34.576936
"Fibre to the Node","20/02/2020","2ABN-A0420","In Service",150.765912,-34.572241
"Fibre to the Node","08/01/2020","2ABN-A0424","In Service",150.83113,-34.574447
"Fibre to the Node","21/02/2020","2ABN-A0429","In Service",150.788836,-34.597786
"Fibre to the Node","04/03/2020","2ABN-A0432","In Service",150.811529,-34.562801
"Fibre to the Node","05/02/2020","2ABN-A0433","In Service",150.81883,-34.568743
"Fibre to the Node","05/03/2020","2ABN-A0437","In Service",150.815107,-34.562
"Fibre to the Node","10/03/2020","2ABN-A0439","In Service",150.789093,-34.597213
"Fibre to the Node","18/03/2020","2ABN-A0450","In Service",150.826509,-34.561705
"Fibre to the Node","30/03/2020","2ABN-A0454","In Service",150.789059,-34.596645
"Fibre to the Node","24/04/2020","2ABN-A0461","In Service",150.817174,-34.558356
"Fibre to the Node","//","2ABN-A0464","Proposed",150.767708,-34.570348
"Fibre to the Node","//","2ABN-A0465","Proposed",150.767746,-34.57065
"Fibre to the Node","//","2ABN-A0475","Proposed",150.799673,-34.561843
"Fibre to the Node","//","2ABN-A0476","Proposed",150.817532,-34.557311
"Fibre to the Node","//","2ABN-A0477","Proposed",150.76588,-34.583562
"Fibre to the Node","//","2ABN-A0481","Proposed",150.794227,-34.567662
"Fibre to the Node","//","2ABN-A0486","Proposed",150.820464,-34.56988
"Fibre to the Node","20/01/2017","2ADL-A0002","In Service",148.066876,-35.313021
"Fibre to the Node","20/01/2017","2ADL-A0003","In Service",148.061743,-35.310004
"Fibre to the Node","30/01/2020","2ADL-A0004","In Service",148.068239,-35.314074
"Fibre to the Node","//","2ADL-A0005","Proposed",148.062703,-35.308183
"Fibre to the Node","07/10/2016","2ALB-A0002","In Service",146.945817,-36.071033
"Fibre to the Node","16/09/2016","2ALB-A0008","In Service",146.885417,-36.068024
"Fibre to the Node","11/11/2016","2ALB-A0009","In Service",146.91788,-36.071089
"Fibre to the Node","11/11/2016","2ALB-A0010","In Service",146.921092,-36.071663
"Fibre to the Node","16/09/2016","2ALB-A0012","In Service",146.894219,-36.069529
"Fibre to the Node","11/11/2016","2ALB-A0013","In Service",146.917299,-36.066008
"Fibre to the Node","11/11/2016","2ALB-A0014","In Service",146.932717,-36.067174
"Fibre to the Node","16/09/2016","2ALB-A0016","In Service",146.882951,-36.072561
"Fibre to the Node","07/10/2016","2ALB-A0017","In Service",146.936393,-36.076982
"Fibre to the Node","16/09/2016","2ALB-A0018","In Service",146.897472,-36.071103
"Fibre to the Node","16/09/2016","2ALB-A0023","In Service",146.90594,-36.07483
"Fibre to the Node","11/11/2016","2ALB-A0024","In Service",146.927923,-36.071383
"Fibre to the Node","07/10/2016","2ALB-A0026","In Service",146.941949,-36.0724
"Fibre to the Node","11/11/2016","2ALB-A0027","In Service",146.916211,-36.077884
"Fibre to the Node","11/11/2016","2ALB-A0028","In Service",146.913364,-36.073788
"Fibre to the Node","16/09/2016","2ALB-A0029","In Service",146.882675,-36.075245
"Fibre to the Node","11/11/2016","2ALB-A0030","In Service",146.923548,-36.074641
"Fibre to the Node","11/11/2016","2ALB-A0031","In Service",146.910325,-36.077757
"Fibre to the Node","16/09/2016","2ALB-A0032","In Service",146.908937,-36.070054
"Fibre to the Node","07/10/2016","2ALB-A0034","In Service",146.95939,-36.070437
"Fibre to the Node","16/09/2016","2ALB-A0038","In Service",146.888051,-36.075253
"Fibre to the Node","11/11/2016","2ALB-A0039","In Service",146.916361,-36.075533
"Fibre to the Node","16/09/2016","2ALB-A0040","In Service",146.914677,-36.083002
"Fibre to the Node","07/10/2016","2ALB-A0042","In Service",146.93171,-36.074327
"Fibre to the Node","11/11/2016","2ALB-A0047","In Service",146.915196,-36.07956
"Fibre to the Node","11/11/2016","2ALB-A0048","In Service",146.916867,-36.07746
"Fibre to the Node","02/12/2016","2ALB-A0049","In Service",146.924497,-36.076847
"Fibre to the Node","11/11/2016","2ALB-A0050","In Service",146.919779,-36.076464
"Fibre to the Node","16/09/2016","2ALB-A0053","In Service",146.891043,-36.07754
"Fibre to the Node","11/11/2016","2ALB-A0054","In Service",146.912562,-36.079289
"Fibre to the Node","11/11/2016","2ALB-A0055","In Service",146.913822,-36.077917
"Fibre to the Node","07/10/2016","2ALB-A0057","In Service",146.947341,-36.078083
"Fibre to the Node","02/12/2016","2ALB-A0059","In Service",146.920624,-36.078748
"Fibre to the Node","16/09/2016","2ALB-A0060","In Service",146.893272,-36.079012
"Fibre to the Node","16/09/2016","2ALB-A0062","In Service",146.890562,-36.082157
"Fibre to the Node","02/12/2016","2ALB-A0067","In Service",146.91759,-36.07953
"Fibre to the Node","11/11/2016","2ALB-A0068","In Service",146.928546,-36.065674
"Fibre to the Node","16/09/2016","2ALB-A0069","In Service",146.907305,-36.075713
"Fibre to the Node","02/12/2016","2ALB-A0070","In Service",146.912475,-36.086261
"Fibre to the Node","11/11/2016","2ALB-A0071","In Service",146.914634,-36.080964
"Fibre to the Node","07/10/2016","2ALB-A0073","In Service",146.939834,-36.078907
"Fibre to the Node","02/12/2016","2ALB-A0074","In Service",146.916798,-36.081074
"Fibre to the Node","16/09/2016","2ALB-A0075","In Service",146.909666,-36.082306
"Fibre to the Node","02/12/2016","2ALB-A0076","In Service",146.919052,-36.08093
"Fibre to the Node","16/09/2016","2ALB-A0078","In Service",146.907841,-36.079918
"Fibre to the Node","02/12/2016","2ALB-A0080","In Service",146.920754,-36.081238
"Fibre to the Node","16/09/2016","2ALB-A0081","In Service",146.913353,-36.081339
"Fibre to the Node","02/12/2016","2ALB-A0082","In Service",146.9236,-36.081723
"Fibre to the Node","07/10/2016","2ALB-A0083","In Service",146.930819,-36.079849
"Fibre to the Node","07/10/2016","2ALB-A0085","In Service",146.941481,-36.08216
"Fibre to the Node","07/10/2016","2ALB-A0086","In Service",146.932257,-36.081927
"Fibre to the Node","02/12/2016","2ALB-A0087","In Service",146.917504,-36.082085
"Fibre to the Node","07/10/2016","2ALB-A0088","In Service",146.952465,-36.070539
"Fibre to the Node","16/09/2016","2ALB-A0090","In Service",146.88992,-36.07011
"Fibre to the Node","02/12/2016","2ALB-A0092","In Service",146.920556,-36.084766
"Fibre to the Node","02/12/2016","2ALB-A0094","In Service",146.923187,-36.079077
"Fibre to the Node","07/10/2016","2ALB-A0096","In Service",146.968021,-36.067999
"Fibre to the Node","07/10/2016","2ALB-A0097","In Service",146.927056,-36.082595
"Fibre to the Node","02/12/2016","2ALB-A0100","In Service",146.919224,-36.086649
"Fibre to the Node","07/10/2016","2ALB-A0101","In Service",146.932744,-36.085075
"Fibre to the Node","07/10/2016","2ALB-A0102","In Service",146.936081,-36.086543
"Fibre to the Node","07/10/2016","2ALB-A0103","In Service",146.946304,-36.081807
"Fibre to the Node","07/10/2016","2ALB-A0104","In Service",146.943732,-36.085018
"Fibre to the Node","02/12/2016","2ALB-A0105","In Service",146.911086,-36.089173
"Fibre to the Node","07/10/2016","2ALB-A0108","In Service",146.930058,-36.089179
"Fibre to the Node","02/12/2016","2ALB-A0109","In Service",146.92147,-36.091119
"Fibre to the Node","02/12/2016","2ALB-A0111","In Service",146.909317,-36.096048
"Fibre to the Node","02/12/2016","2ALB-A0113","In Service",146.911846,-36.092668
"Fibre to the Node","07/10/2016","2ALB-A0114","In Service",146.927547,-36.092138
"Fibre to the Node","02/12/2016","2ALB-A0115","In Service",146.916165,-36.092597
"Fibre to the Node","16/09/2016","2ALB-A0119","In Service",146.900952,-36.073643
"Fibre to the Node","16/09/2016","2ALB-A0121","In Service",146.894548,-36.075381
"Fibre to the Node","11/11/2016","2ALB-A0126","In Service",146.924696,-36.064774
"Fibre to the Node","16/09/2016","2ALB-A0139","In Service",146.886593,-36.076983
"Fibre to the Node","07/10/2016","2ALB-A0140","In Service",146.931983,-36.091119
"Fibre to the Node","21/11/2019","2ALB-A0150","In Service",146.940406,-36.077982
"Fibre to the Node","16/07/2019","2ALB-A0153","In Service",146.9247,-36.093231
"Fibre to the Node","16/09/2016","2ALB-A0161","In Service",146.89844,-36.075154
"Fibre to the Node","05/12/2019","2ALB-A0164","In Service",146.9358,-36.077548
"Fibre to the Node","14/11/2019","2ALB-A0165","In Service",146.914687,-36.070792
"Fibre to the Node","01/10/2019","2ALB-A0166","In Service",146.915885,-36.090149
"Fibre to the Node","28/06/2019","2ALB-A0167","In Service",146.911928,-36.094146
"Fibre to the Node","14/02/2017","2ALB-A0168","In Service",146.926606,-36.062531
"Fibre to the Node","18/10/2019","2ALB-A0169","In Service",146.931863,-36.066614
"Fibre to the Node","19/04/2017","2ALB-A0170","In Service",146.929991,-36.080598
"Fibre to the Node","20/08/2018","2ALB-A0171","In Service",146.960233,-36.068436
"Fibre to the Node","16/06/2017","2ALB-A0172","In Service",146.949038,-36.073824
"Fibre to the Node","18/10/2019","2ALB-A0173","In Service",146.948037,-36.074984
"Fibre to the Node","14/02/2017","2ALB-A0174","In Service",146.884327,-36.072349
"Fibre to the Node","06/06/2017","2ALB-A0175","In Service",146.912766,-36.072639
"Fibre to the Node","02/06/2017","2ALB-A0176","In Service",146.881823,-36.073833
"Fibre to the Node","04/02/2019","2ALB-A0177","In Service",146.908554,-36.076462
"Fibre to the Node","28/03/2018","2ALB-A0178","In Service",146.923477,-36.076745
"Fibre to the Node","20/06/2019","2ALB-A0179","In Service",146.910727,-36.077464
"Fibre to the Node","19/04/2017","2ALB-A0180","In Service",146.921568,-36.078829
"Fibre to the Node","10/09/2019","2ALB-A0181","In Service",146.940088,-36.082734
"Fibre to the Node","03/05/2019","2ALB-A0182","In Service",146.909914,-36.088121
"Fibre to the Node","22/09/2018","2ALB-A0183","In Service",146.927393,-36.080816
"Fibre to the Node","22/06/2018","2ALB-A0184","In Service",146.889321,-36.079847
"Fibre to the Node","13/06/2019","2ALB-A0185","In Service",146.898478,-36.08046
"Fibre to the Node","09/10/2019","2ALB-A0186","In Service",146.8984,-36.080633
"Fibre to the Node","13/10/2016","2ALB-A0187","In Service",146.894802,-36.081569
"Fibre to the Node","07/10/2019","2ALB-A0188","In Service",146.940427,-36.085536
"Fibre to the Node","20/06/2019","2ALB-A0189","In Service",146.943416,-36.088659
"Fibre to the Node","13/07/2018","2ALB-A0190","In Service",146.922331,-36.086077
"Fibre to the Node","07/11/2018","2ALB-A0191","In Service",146.917869,-36.08757
"Fibre to the Node","19/04/2017","2ALB-A0192","In Service",146.916509,-36.087858
"Fibre to the Node","31/01/2019","2ALB-A0193","In Service",146.931395,-36.087623
"Fibre to the Node","21/06/2017","2ALB-A0194","In Service",146.928349,-36.094493
"Fibre to the Node","20/02/2020","2ALB-A0196","In Service",146.919983,-36.076383
"Fibre to the Node","07/11/2019","2ALB-A0198","In Service",146.896415,-36.07109
"Fibre to the Node","05/02/2020","2ALB-A0199","In Service",146.88313,-36.070097
"Fibre to the Node","18/02/2020","2ALB-A0200","In Service",146.920441,-36.077383
"Fibre to the Node","10/10/2019","2ALB-A0201","In Service",146.913318,-36.095222
"Fibre to the Node","11/06/2019","2ALB-A0203","In Service",146.898421,-36.080294
"Fibre to the Node","22/06/2018","2ALB-A0204","In Service",146.888573,-36.079812
"Fibre to the Node","12/07/2019","2ALB-A0205","In Service",146.896108,-36.081258
"Fibre to the Node","19/04/2017","2ALB-A0206","In Service",146.921688,-36.078843
"Fibre to the Node","19/04/2017","2ALB-A0207","In Service",146.921788,-36.078855
"Fibre to the Node","17/01/2020","2ALB-A0208","In Service",146.917948,-36.085803
"Fibre to the Node","17/04/2020","2ALB-A0211","In Service",146.933023,-36.077749
"Fibre to the Node","//","2ALB-A0212","Proposed",146.902822,-36.074708
"Fibre to the Node","29/05/2020","2ALB-A0214","In Service",146.931456,-36.075278
"Fibre to the Node","02/12/2016","2ALB-A0215","Proposed",146.917458,-36.078413
"Fibre to the Node","//","2ALB-A0216","Proposed",146.920329,-36.075152
"Fibre to the Node","15/06/2018","2ALS-A0004","In Service",153.423718,-28.829712
"Fibre to the Node","15/06/2018","2ALS-A0013","In Service",153.423878,-28.820295
"Fibre to the Node","15/06/2018","2ALS-A0020","In Service",153.415627,-28.824284
"Fibre to the Node","15/06/2018","2ALS-A0027","In Service",153.440174,-28.843029
"Fibre to the Node","15/06/2018","2ALS-A0028","In Service",153.445799,-28.836823
"Fibre to the Node","15/06/2018","2ALS-A0030","In Service",153.454485,-28.844057
"Fibre to the Node","15/06/2018","2ALS-A0031","In Service",153.44078,-28.837903
"Fibre to the Node","15/06/2018","2ALS-A0034","In Service",153.435881,-28.845272
"Fibre to the Node","15/06/2018","2ALS-A0035","In Service",153.447579,-28.848232
"Fibre to the Node","15/06/2018","2ALS-A0037","In Service",153.446301,-28.844837
"Fibre to the Node","15/06/2018","2ALS-A0050","In Service",153.426945,-28.8167
"Fibre to the Node","15/06/2018","2ALS-A0054","In Service",153.421104,-28.816554
"Fibre to the Node","20/06/2019","2ALS-A0067","In Service",153.457918,-28.846083
"Fibre to the Node","30/12/2019","2ALS-A0068","In Service",153.414908,-28.822638
"Fibre to the Node","08/05/2019","2ALS-A0069","In Service",153.415762,-28.818958
"Fibre to the Node","27/02/2020","2ALS-A0076","In Service",153.456695,-28.8465
"Fibre to the Node","//","2ALS-A0085","Proposed",153.434896,-28.861851
"Fibre to the Node","//","2ALS-A0086","Proposed",153.437358,-28.845836
"Fibre to the Node","22/09/2017","2APN-A0006","In Service",150.784581,-34.208069
"Fibre to the Node","30/06/2016","2APN-A0017","In Service",150.779808,-34.210984
"Fibre to the Node","30/06/2016","2APN-A0018","In Service",150.791048,-34.191634
"Fibre to the Node","30/06/2016","2APN-A0031","In Service",150.786969,-34.202993
"Fibre to the Node","24/02/2017","2APN-A0041","In Service",150.780327,-34.211607
